9.883785659272664639e-04,-2.105635724425378803e-05,-5.211472524959355479e-03,-1.234498058806005050e-02,-7.324980275388205328e-03,8.385248359655025907e-03,4.935847326910274176e-03,-1.373314195888574590e-02,1.309499421905576180e-02,1.166625130237706684e-02,9.286192067863248412e-03,-8.756148944775367371e-03
-4.832438114711441941e-05,1.409778887929968253e-03,7.335672461747183570e-03,-2.479878510580337675e-02,9.175265520315945868e-04,-1.771750535471427329e-02,6.642041379289045921e-03,6.386714132630452560e-03,5.166745889296442407e-03,-5.167679689577442566e-03,5.587494160902322857e-03,1.564810272514831346e-02
1.246734280891079738e-01,5.250912334435116069e-01,2.094967842230686550e+00,-1.097375345864081808e+01,-6.147132846702205722e-01,-5.326356230830085359e+00,3.300957544302654867e+00,5.084640009786700610e-01,3.926916783368881170e+00,-1.509670634101913655e-01,3.534334515624405704e+00,4.696929557645942666e+00
1.181675596860883720e-01,4.927379795154654407e-01,1.965954808317523117e+00,-1.030660724482990709e+01,-5.794004201725705405e-01,-4.982364753192740636e+00,3.109706980974709101e+00,4.670409530788602881e-01,3.706785482500940088e+00,-1.217257585856883345e-01,3.333864916307523352e+00,4.403526289838366026e+00
1.226850986994953985e-01,5.186126076548061015e-01,2.072674899255830816e+00,-1.083133424974685077e+01,-6.025672753583668495e-01,-5.263109932057579599e+00,3.259165424731355287e+00,5.096351836925679946e-01,3.873693113854699277e+00,-1.531555807184868112e-01,3.487687426415448044e+00,4.644093372495674998e+00
1.387506564561350741e-01,5.004010727663453784e-01,1.898151533725112028e+00,-1.070977419110805862e+01,-7.287226246351127257e-01,-4.907270923761172021e+00,3.252086592101270046e+00,2.139185653325781367e-01,4.012890038195163989e+00,9.479094085376202350e-02,3.561999585659610279e+00,4.308711908361492426e+00
1.348294201606001497e-01,5.246803273491610353e-01,2.040442421577503662e+00,-1.109709318947395040e+01,-6.900555829965646648e-01,-5.237801431505608285e+00,3.350727129353092693e+00,3.665628108428891641e-01,4.060673695263684380e+00,-3.045402975152019728e-02,3.628922001464468305e+00,4.604857665138952783e+00
1.161739496410653105e-01,5.239052206838076264e-01,2.132910043266361910e+00,-1.084294437477960038e+01,-5.522675615560992401e-01,-5.381670698956782850e+00,3.251830410785444769e+00,6.210124413182318559e-01,3.808670312875906294e+00,-2.468301657431603846e-01,3.448613940855998372e+00,4.757455802336700401e+00
1.430136477702497744e-01,5.234305904514885421e-01,1.991884754636346733e+00,-1.117992065131317503e+01,-7.511348242039280754e-01,-5.155152808848772139e+00,3.386345274630275348e+00,2.484851121872525825e-01,4.164674780412209287e+00,6.965927715303829593e-02,3.701205448895609429e+00,4.520735295747006610e+00
1.417861862688551688e-01,5.130507013441955033e-01,1.946053212631881690e+00,-1.097695123442627718e+01,-7.461702207751841343e-01,-5.037721619444853971e+00,3.329370199228916860e+00,2.233233191494193859e-01,4.105517803286559797e+00,8.912923675090575482e-02,3.645046319923284983e+00,4.419184585749966310e+00
1.391982659146757673e-01,5.237462691689218630e-01,2.013179776369641072e+00,-1.113649502823754389e+01,-7.227665433863683653e-01,-5.190402765311001865e+00,3.368436374801353939e+00,3.024487339912963479e-01,4.115090555375431336e+00,2.385875989484437590e-02,3.666363209575451698e+00,4.557068761389048817e+00
1.209687168410212149e-01,5.333108988160960573e-01,2.155419197918282403e+00,-1.107427624754855700e+01,-5.840257319456834129e-01,-5.457802740269832142e+00,3.322232983762949843e+00,5.929652760881169993e-01,3.911389138129055532e+00,-2.212624368114707585e-01,3.534438649635656127e+00,4.817701599705899618e+00
